claim_id,accident_year,line_of_business,loss_amount_usd,paid_to_date_usd,status,injury_severity
CLM101501,2016,GL,6622,5343,Open,Minor
CLM101502,2016,Auto PD,5954,2707,Open,Minor
CLM101503,2016,Auto PD,44949,19392,Open,Moderate
CLM101504,2016,GL,7574,5387,Open,Minor
CLM101505,2016,Auto PD,38201,34288,Open,Moderate
CLM101506,2016,Auto BI,279192,227159,Open,Severe
CLM101507,2016,Auto PD,10388,7207,Open,Minor
CLM101508,2016,Auto PD,8221,5585,Open,Minor
CLM101509,2016,GL,11693,9921,Open,Minor
CLM101510,2016,Auto PD,27874,19503,Open,Moderate
CLM101511,2016,GL,7515,4875,Open,Minor
CLM101512,2016,Property,34247,21916,Open,Moderate
CLM101513,2016,GL,3333,2340,Open,Minor
CLM101514,2016,Auto PD,7793,3180,Open,Minor
CLM101515,2016,GL,7695,6585,Open,Minor
CLM101516,2016,Property,67701,47845,Open,Moderate
CLM101517,2016,Auto PD,9577,7218,Open,Minor
CLM101518,2016,Auto PD,5439,3778,Open,Minor
CLM101519,2016,Auto PD,12635,5076,Open,Minor
CLM101520,2016,Auto BI,63315,48221,Open,Moderate
CLM101521,2016,Property,9455,6211,Open,Minor
CLM101522,2016,Auto BI,7433,6318,Open,Minor
CLM101523,2016,Property,5601,3818,Open,Minor
CLM101524,2016,Property,7069,5640,Open,Minor
CLM101525,2016,Auto BI,61331,51966,Open,Moderate
CLM101526,2016,Auto BI,12711,6329,Open,Minor
CLM101527,2016,Property,68148,64592,Open,Moderate
CLM101528,2016,GL,6777,5050,Open,Minor
CLM101529,2016,GL,5200,4984,Closed,Minor
CLM101530,2016,Auto PD,8352,3636,Open,Minor
CLM101531,2016,GL,3578,3500,Closed,Minor
CLM101532,2016,Property,49847,26932,Open,Moderate
CLM101533,2016,GL,42785,20313,Open,Moderate
CLM101534,2016,Auto PD,38009,18404,Open,Moderate
CLM101535,2016,Property,4013,3529,Open,Minor
CLM101536,2016,Auto BI,52704,40752,Open,Moderate
CLM101537,2016,GL,6668,5547,Open,Minor
CLM101538,2016,Property,5075,4436,Open,Minor
CLM101539,2016,Auto BI,1000,678,Open,Minor
CLM101540,2016,Auto BI,7931,4851,Open,Minor
CLM101541,2016,GL,12430,10096,Open,Minor
CLM101542,2016,Property,361207,178188,Open,Severe
CLM101543,2016,GL,181146,94816,Open,Severe
CLM101544,2016,GL,6494,6218,Closed,Minor
CLM101545,2016,Auto BI,9171,8490,Open,Minor
CLM101546,2016,Auto PD,5504,4364,Open,Minor
CLM101547,2016,Property,8754,5071,Open,Minor
CLM101548,2016,Auto BI,56491,32802,Open,Moderate
CLM101549,2016,Property,11067,5670,Open,Minor
CLM101550,2016,GL,7749,3257,Open,Minor
CLM101551,2016,Auto PD,7490,7274,Closed,Minor
CLM101552,2016,Property,5805,3603,Open,Minor
CLM101553,2016,Property,5932,5378,Open,Minor
CLM101554,2016,Property,41602,23113,Open,Moderate
CLM101555,2016,Property,8918,4756,Open,Minor
CLM101556,2016,Auto BI,10283,8403,Open,Minor
CLM101557,2016,GL,32952,15415,Open,Moderate
CLM101558,2016,Auto BI,11731,5195,Open,Minor
CLM101559,2016,Auto PD,7322,5166,Open,Minor
CLM101560,2016,Property,218183,168726,Open,Severe
CLM101561,2016,GL,33791,31853,Open,Moderate
CLM101562,2016,Auto BI,8636,6326,Open,Moderate
CLM101563,2016,Property,58260,27564,Open,Moderate
CLM101564,2016,Auto BI,9842,8577,Open,Minor
CLM101565,2016,Property,40780,28829,Open,Moderate
CLM101566,2016,Auto PD,225694,170043,Open,Severe
CLM101567,2016,GL,9289,4500,Open,Minor
CLM101568,2016,GL,4093,2897,Open,Minor
CLM101569,2016,Auto PD,6677,6049,Open,Minor
CLM101570,2016,Auto PD,287512,256329,Open,Severe
CLM101571,2016,Auto PD,4864,4308,Open,Minor
CLM101572,2016,Property,49403,46926,Open,Moderate
CLM101573,2016,Property,4608,4430,Closed,Minor
CLM101574,2016,GL,9166,5954,Open,Minor
CLM101575,2016,Auto BI,7910,7871,Closed,Minor
CLM101576,2016,GL,20773,12606,Open,Moderate
CLM101577,2016,Auto BI,10911,5108,Open,Minor
CLM101578,2016,GL,6163,6087,Closed,Minor
CLM101579,2016,Auto PD,5974,4865,Open,Minor
CLM101580,2016,GL,8501,5927,Open,Minor
CLM101581,2016,Property,62229,42893,Open,Moderate
CLM101582,2016,Auto PD,5460,5407,Closed,Minor
CLM101583,2016,Property,225242,144662,Open,Severe
CLM101584,2016,Property,9072,4407,Open,Minor
CLM101585,2016,Property,9732,9140,Open,Minor
CLM101586,2016,Auto BI,8441,8348,Closed,Minor
CLM101587,2016,Auto BI,39494,21092,Open,Moderate
CLM101588,2016,GL,5931,4599,Open,Minor
CLM101589,2016,Auto BI,8215,7796,Open,Minor
CLM101590,2016,Auto PD,5319,2716,Open,Minor
CLM101591,2016,GL,1000,981,Closed,Minor
CLM101592,2016,Property,9091,5096,Open,Minor
CLM101593,2016,Auto PD,58559,39149,Open,Moderate
CLM101594,2016,GL,9556,6645,Open,Moderate
CLM101595,2016,Property,5475,3373,Open,Minor
CLM101596,2016,GL,54287,53718,Closed,Moderate
CLM101597,2016,GL,394887,345824,Open,Severe
CLM101598,2016,Property,8051,3950,Open,Minor
CLM101599,2016,Auto BI,34079,23134,Open,Moderate
CLM101600,2016,Auto PD,7542,5611,Open,Minor
CLM101601,2016,Auto PD,65623,28951,Open,Moderate
CLM101602,2016,Auto BI,6385,5625,Open,Minor
CLM101603,2016,Auto PD,6002,4270,Open,Minor
CLM101604,2016,Auto PD,6793,3593,Open,Minor
CLM101605,2016,GL,5616,3966,Open,Minor
CLM101606,2016,Auto PD,8306,3466,Open,Minor
CLM101607,2016,Auto PD,12061,8107,Open,Minor
CLM101608,2016,Property,247461,159661,Open,Severe
CLM101609,2016,Property,7369,3272,Open,Minor
CLM101610,2016,Auto PD,7270,6363,Open,Minor
CLM101611,2016,Property,21552,18949,Open,Moderate
CLM101612,2016,Auto BI,58246,24005,Open,Moderate
CLM101613,2016,Property,43832,43814,Closed,Moderate
CLM101614,2016,Property,42292,18393,Open,Moderate
CLM101615,2016,Auto PD,92896,53930,Open,Moderate
CLM101616,2016,Auto PD,8746,7880,Open,Minor
CLM101617,2016,Auto BI,33723,22993,Open,Moderate
CLM101618,2016,Auto BI,6934,6344,Open,Minor
CLM101619,2016,Property,10871,10024,Open,Minor
CLM101620,2016,GL,8283,7317,Open,Minor
CLM101621,2016,Auto BI,4404,3453,Open,Minor
CLM101622,2016,Property,58788,50662,Open,Moderate
CLM101623,2016,Auto PD,6329,6137,Closed,Minor
CLM101624,2016,Property,12683,9348,Open,Minor
CLM101625,2016,Auto BI,61200,31404,Open,Moderate
CLM101626,2016,GL,6881,4702,Open,Minor
CLM101627,2016,Property,328886,293130,Open,Severe
CLM101628,2016,GL,46017,21572,Open,Moderate
CLM101629,2016,Auto PD,57791,28383,Open,Moderate
CLM101630,2016,Auto PD,9211,7978,Open,Minor
CLM101631,2016,Auto BI,32304,31102,Closed,Moderate
CLM101632,2016,Auto BI,6391,5036,Open,Minor
CLM101633,2016,Auto PD,10574,6336,Open,Minor
CLM101634,2016,GL,39978,39314,Closed,Moderate
CLM101635,2016,Auto PD,6990,6736,Closed,Minor
CLM101636,2016,Auto PD,5612,5418,Closed,Minor
CLM101637,2016,Auto PD,9058,6803,Open,Minor
CLM101638,2016,Property,13156,10093,Open,Minor
CLM101639,2016,Auto BI,5331,4603,Open,Minor
CLM101640,2016,Auto BI,8060,7284,Open,Minor
CLM101641,2016,Property,11530,8498,Open,Minor
CLM101642,2016,Auto BI,213230,86320,Open,Severe
CLM101643,2016,Property,51785,38984,Open,Moderate
CLM101644,2016,Auto BI,5344,2216,Open,Minor
CLM101645,2016,Property,51424,40546,Open,Moderate
CLM101646,2016,Auto PD,204092,146063,Open,Severe
CLM101647,2016,Auto PD,10464,10284,Closed,Minor
CLM101648,2016,Auto PD,320927,313980,Closed,Severe
CLM101649,2016,GL,83843,39455,Open,Moderate
CLM101650,2016,GL,9449,7122,Open,Minor
CLM101651,2016,GL,8814,5832,Open,Minor
CLM101652,2016,GL,47915,24643,Open,Moderate
CLM101653,2016,Auto BI,7117,6421,Open,Minor
CLM101654,2016,Auto PD,8846,7187,Open,Minor
CLM101655,2016,Auto PD,7261,3728,Open,Minor
CLM101656,2016,GL,47526,28447,Open,Moderate
CLM101657,2016,Property,11293,5240,Open,Minor
CLM101658,2016,Property,5483,3284,Open,Minor
CLM101659,2016,Property,10849,10545,Closed,Minor
CLM101660,2016,Auto BI,64756,39974,Open,Moderate
CLM101661,2016,Property,7704,3825,Open,Minor
CLM101662,2016,Auto PD,2695,2128,Open,Minor
CLM101663,2016,Auto PD,168335,165919,Closed,Severe
CLM101664,2016,GL,11242,4615,Open,Minor
CLM101665,2016,Auto PD,7942,5133,Open,Minor
CLM101666,2016,Property,30010,12686,Open,Moderate
CLM101667,2016,Property,177094,77936,Open,Severe
CLM101668,2016,GL,10101,5980,Open,Minor
CLM101669,2016,GL,9366,9270,Closed,Minor
CLM101670,2016,Property,7402,6128,Open,Minor
CLM101671,2016,Property,39497,28962,Open,Moderate
CLM101672,2016,Auto BI,39123,27516,Open,Moderate
CLM101673,2016,Auto BI,5693,4675,Open,Minor
CLM101674,2016,Auto PD,12038,5175,Open,Minor
CLM101675,2016,Auto PD,7194,5801,Open,Minor
CLM101676,2016,Auto PD,63257,61981,Closed,Moderate
CLM101677,2016,GL,349311,303727,Open,Severe
CLM101678,2016,Property,59974,59402,Closed,Moderate
CLM101679,2016,Auto BI,183312,128232,Open,Severe
CLM101680,2016,Property,9009,4594,Open,Minor
CLM101681,2016,Auto PD,44637,24504,Open,Moderate
CLM101682,2016,Auto BI,5740,4981,Open,Minor
CLM101683,2016,GL,49865,28337,Open,Moderate
CLM101684,2016,Auto PD,119781,61418,Open,Severe
CLM101685,2016,Auto BI,62815,54379,Open,Moderate
CLM101686,2016,Auto PD,6838,4469,Open,Minor
CLM101687,2016,Auto PD,48017,43571,Open,Moderate
CLM101688,2016,Auto PD,8708,8441,Closed,Minor
CLM101689,2016,GL,7352,3093,Open,Minor
CLM101690,2016,Auto BI,269868,165009,Open,Severe
CLM101691,2016,GL,6812,6509,Closed,Minor
CLM101692,2016,Auto PD,10178,5952,Open,Minor
CLM101693,2016,Auto BI,4635,2467,Open,Minor
CLM101694,2016,Auto PD,230742,125509,Open,Severe
CLM101695,2016,Auto PD,74083,33004,Open,Moderate
CLM101696,2016,Property,134971,114046,Open,Severe
CLM101697,2016,Auto BI,162391,152931,Open,Severe
CLM101698,2016,Auto BI,9284,7943,Open,Minor
CLM101699,2016,Auto PD,235264,152366,Open,Severe
CLM101700,2016,Auto BI,8876,5705,Open,Minor
CLM101701,2016,Auto PD,52337,31664,Open,Moderate
CLM101702,2016,Auto BI,9586,4877,Open,Minor
CLM101703,2016,Property,61645,55091,Open,Moderate
CLM101704,2016,Auto PD,9024,6136,Open,Minor
CLM101705,2016,Auto PD,41381,27445,Open,Moderate
CLM101706,2016,Auto PD,55088,46515,Open,Moderate
CLM101707,2016,Property,12749,10199,Open,Minor
CLM101708,2016,Auto PD,7668,4036,Open,Minor
CLM101709,2016,Auto PD,5563,3631,Open,Minor
CLM101710,2016,Property,61606,41934,Open,Moderate
CLM101711,2016,GL,7699,7070,Open,Minor
CLM101712,2016,Property,2568,2011,Open,Minor
CLM101713,2016,GL,57711,49588,Open,Moderate
CLM101714,2016,Auto PD,6661,5697,Open,Minor
CLM101715,2016,Auto BI,7773,7254,Open,Minor
CLM101716,2016,Auto BI,49979,46920,Open,Moderate
CLM101717,2016,GL,8476,6817,Open,Minor
CLM101718,2016,GL,55641,23799,Open,Moderate
CLM101719,2016,Auto BI,6911,4188,Open,Minor
CLM101720,2016,Property,52696,40689,Open,Moderate
CLM101721,2016,Auto PD,41106,23302,Open,Moderate
CLM101722,2016,Property,9847,9697,Closed,Minor
CLM101723,2016,Property,9538,3842,Open,Minor
CLM101724,2016,GL,5661,3684,Open,Minor
CLM101725,2016,Auto PD,10714,9984,Open,Minor
CLM101726,2016,Auto BI,174443,163408,Open,Severe
CLM101727,2016,GL,10020,7275,Open,Minor
CLM101728,2016,GL,8918,7909,Open,Minor
CLM101729,2016,Auto PD,12595,8129,Open,Minor
CLM101730,2016,Auto BI,7441,6828,Open,Minor
CLM101731,2016,Property,39760,36250,Open,Moderate
CLM101732,2016,Property,7951,3598,Open,Minor
CLM101733,2016,GL,40452,17651,Open,Moderate
CLM101734,2016,GL,9999,6483,Open,Minor
CLM101735,2016,GL,3959,3793,Closed,Minor
CLM101736,2016,GL,5365,3586,Open,Minor
CLM101737,2016,GL,28982,16923,Open,Moderate
CLM101738,2016,Property,10375,5520,Open,Minor
CLM101739,2016,Property,12276,7943,Open,Minor
CLM101740,2016,GL,7738,3798,Open,Minor
CLM101741,2016,Auto BI,42467,33689,Open,Moderate
CLM101742,2016,Property,8175,6229,Open,Minor
CLM101743,2016,Auto BI,62428,38428,Open,Moderate
CLM101744,2016,GL,5681,5178,Open,Minor
CLM101745,2016,Property,8595,5993,Open,Minor
CLM101746,2016,Property,10437,8474,Open,Minor
CLM101747,2016,Auto BI,262593,148866,Open,Severe
CLM101748,2016,Auto BI,8473,7318,Open,Minor
CLM101749,2016,Auto BI,60015,29048,Open,Moderate
CLM101750,2016,Auto BI,4451,3641,Open,Moderate
CLM101751,2016,Property,55168,31129,Open,Moderate
CLM101752,2016,Auto BI,164403,77825,Open,Severe
CLM101753,2016,GL,3423,1483,Open,Minor
CLM101754,2016,Property,263452,167944,Open,Severe
CLM101755,2016,Property,11434,11099,Closed,Minor
CLM101756,2016,Property,42938,41584,Closed,Moderate
CLM101757,2016,Auto PD,10382,7075,Open,Minor
CLM101758,2016,Property,12030,11932,Closed,Minor
CLM101759,2016,Property,64723,41098,Open,Moderate
CLM101760,2016,Property,12099,8975,Open,Minor
CLM101761,2016,GL,9855,7588,Open,Minor
CLM101762,2016,Auto PD,8188,7931,Closed,Minor
CLM101763,2016,GL,3995,1734,Open,Minor
CLM101764,2016,Auto PD,7384,3372,Open,Minor
CLM101765,2016,Property,32351,22638,Open,Moderate
CLM101766,2016,Auto BI,13427,12757,Closed,Minor
CLM101767,2016,Auto PD,7560,3080,Open,Minor
CLM101768,2016,Property,46848,22089,Open,Moderate
CLM101769,2016,Auto PD,9378,8012,Open,Minor
CLM101770,2016,Auto BI,8109,6193,Open,Minor
CLM101771,2016,Auto PD,12237,7104,Open,Minor
CLM101772,2016,GL,35660,29325,Open,Moderate
CLM101773,2016,GL,236541,201009,Open,Severe
CLM101774,2016,Property,6143,2530,Open,Minor
CLM101775,2016,Auto BI,4699,2900,Open,Minor
CLM101776,2016,GL,6470,5804,Open,Minor
CLM101777,2016,Auto PD,44444,27281,Open,Moderate
CLM101778,2016,Auto BI,6926,3743,Open,Minor
CLM101779,2016,Property,6268,5788,Open,Minor
CLM101780,2016,Auto PD,4484,2568,Open,Minor
CLM101781,2016,GL,43753,19502,Open,Moderate
CLM101782,2016,Property,22429,16921,Open,Moderate
CLM101783,2016,Auto BI,9900,8281,Open,Minor
CLM101784,2016,GL,8206,5997,Open,Minor
CLM101785,2016,Auto PD,4356,3185,Open,Minor
CLM101786,2016,Auto BI,7226,6224,Open,Minor
CLM101787,2016,Property,6119,3887,Open,Minor
CLM101788,2016,Auto BI,49787,43665,Open,Moderate
CLM101789,2016,GL,333938,316932,Open,Severe
CLM101790,2016,Auto PD,3312,2721,Open,Minor
CLM101791,2016,Property,46725,22348,Open,Moderate
CLM101792,2016,GL,7599,5157,Open,Minor
CLM101793,2016,Auto PD,55070,41664,Open,Moderate
CLM101794,2016,Auto BI,8532,5929,Open,Minor
CLM101795,2016,Auto BI,33720,14876,Open,Moderate
CLM101796,2016,GL,40214,30319,Open,Moderate
CLM101797,2016,GL,6009,4258,Open,Minor
CLM101798,2016,Auto PD,10690,6988,Open,Minor
CLM101799,2016,Auto BI,8053,7681,Closed,Minor
CLM101800,2016,GL,12752,7489,Open,Minor
CLM101801,2016,Auto BI,214843,116144,Open,Severe
CLM101802,2016,Auto PD,34373,33934,Closed,Moderate
CLM101803,2016,GL,22294,13268,Open,Moderate
CLM101804,2016,Property,3492,2598,Open,Minor
CLM101805,2016,Auto PD,21237,9333,Open,Moderate
CLM101806,2016,Property,49006,30470,Open,Moderate
CLM101807,2016,Auto BI,263241,195868,Open,Severe
CLM101808,2016,GL,4047,2316,Open,Minor
CLM101809,2016,Auto PD,58425,51203,Open,Moderate
CLM101810,2016,Auto PD,6792,3545,Open,Minor
CLM101811,2016,Auto PD,232477,151063,Open,Severe
CLM101812,2016,Property,69183,29531,Open,Moderate
CLM101813,2016,Auto BI,10242,5802,Open,Minor
CLM101814,2016,Property,7328,5729,Open,Minor
CLM101815,2016,Auto PD,31632,27727,Open,Moderate
CLM101816,2016,Auto PD,2620,1384,Open,Minor
CLM101817,2016,Auto PD,34212,17249,Open,Moderate
CLM101818,2016,Auto BI,41833,17412,Open,Moderate
CLM101819,2016,Property,5532,2700,Open,Minor
CLM101820,2016,GL,43031,38905,Open,Moderate
CLM101821,2016,Auto BI,8192,3779,Open,Minor
CLM101822,2016,GL,7437,7062,Open,Minor
CLM101823,2016,Auto BI,6374,6232,Closed,Minor
CLM101824,2016,Auto PD,8421,8178,Closed,Minor
CLM101825,2016,Auto PD,51629,41268,Open,Moderate
CLM101826,2016,Property,127316,116412,Open,Severe
CLM101827,2016,Property,66163,50661,Open,Moderate
CLM101828,2016,Auto BI,7753,3371,Open,Minor
CLM101829,2016,Auto BI,45282,32023,Open,Moderate
CLM101830,2016,Auto BI,55623,33712,Open,Moderate
CLM101831,2016,Auto BI,8583,4148,Open,Minor
CLM101832,2016,Auto PD,59297,43309,Open,Moderate
CLM101833,2016,GL,49306,20152,Open,Moderate
CLM101834,2016,Auto PD,35813,17337,Open,Moderate
CLM101835,2016,GL,250727,126643,Open,Severe
CLM101836,2016,Auto BI,5140,4691,Open,Minor
CLM101837,2016,Auto PD,46628,25071,Open,Moderate
CLM101838,2016,Auto BI,7916,5749,Open,Minor
CLM101839,2016,Property,7479,3015,Open,Minor
CLM101840,2016,Property,7678,4834,Open,Minor
CLM101841,2016,Auto BI,3295,1865,Open,Minor
CLM101842,2016,Auto BI,6628,2784,Open,Minor
CLM101843,2016,Auto BI,46392,30401,Open,Moderate
CLM101844,2016,Auto PD,8399,5353,Open,Minor
CLM101845,2016,GL,5430,4943,Open,Minor
CLM101846,2016,Property,63985,26199,Open,Moderate
CLM101847,2016,Property,5834,3261,Open,Minor
CLM101848,2016,GL,10423,7786,Open,Minor
CLM101849,2016,Property,9067,8370,Open,Minor
CLM101850,2016,GL,6384,2613,Open,Minor
CLM101851,2016,GL,12438,9867,Open,Minor
CLM101852,2016,GL,5015,4214,Open,Minor
CLM101853,2016,Auto BI,58787,50461,Open,Moderate
CLM101854,2016,GL,60008,47510,Open,Moderate
CLM101855,2016,GL,6323,5623,Open,Minor
CLM101856,2016,Auto PD,65886,40640,Open,Moderate
CLM101857,2016,GL,41249,36072,Open,Moderate
CLM101858,2016,GL,8721,3943,Open,Minor
CLM101859,2016,Property,8650,5948,Open,Minor
CLM101860,2016,Auto PD,42985,20709,Open,Moderate
CLM101861,2016,GL,10027,9990,Closed,Minor
CLM101862,2016,Auto PD,9983,7639,Open,Minor
CLM101863,2016,Property,3628,1895,Open,Minor
CLM101864,2016,Auto BI,11260,10350,Open,Minor
CLM101865,2016,Auto PD,3843,2593,Open,Minor
CLM101866,2016,GL,60488,42736,Open,Moderate
CLM101867,2016,Auto PD,61900,53796,Open,Moderate
CLM101868,2016,Auto PD,5272,3619,Open,Minor
CLM101869,2016,Auto PD,185080,179088,Closed,Severe
CLM101870,2016,Auto PD,28414,23489,Open,Moderate
CLM101871,2016,Property,7462,7167,Closed,Minor
CLM101872,2016,Property,7229,4108,Open,Minor
CLM101873,2016,GL,56694,25775,Open,Moderate
CLM101874,2016,Property,11275,8206,Open,Minor
CLM101875,2016,Auto PD,65935,60678,Open,Moderate
CLM101876,2016,Auto BI,36567,19413,Open,Moderate
CLM101877,2016,Auto BI,7476,6324,Open,Minor
CLM101878,2016,Property,3791,2773,Open,Minor
CLM101879,2016,Auto BI,151501,88450,Open,Severe
CLM101880,2016,Auto PD,59472,33361,Open,Moderate
CLM101881,2016,Auto BI,69233,59583,Open,Moderate
CLM101882,2016,Auto PD,115080,99264,Open,Severe
CLM101883,2016,Property,6518,3912,Open,Minor
CLM101884,2016,Auto PD,7933,3510,Open,Minor
CLM101885,2016,GL,243813,133104,Open,Severe
CLM101886,2016,Auto PD,5975,4024,Open,Minor
CLM101887,2016,Auto PD,9060,5628,Open,Minor
CLM101888,2016,Auto PD,6815,4889,Open,Minor
CLM101889,2016,Auto PD,7963,4956,Open,Minor
CLM101890,2016,Auto PD,9365,4288,Open,Minor
CLM101891,2016,Auto PD,220545,216622,Closed,Severe
CLM101892,2016,Auto PD,6909,4909,Open,Minor
CLM101893,2016,GL,7725,3359,Open,Minor
CLM101894,2016,Property,7779,5611,Open,Minor
CLM101895,2016,Property,7074,6536,Open,Minor
CLM101896,2016,Auto BI,7353,7095,Closed,Minor
CLM101897,2016,Auto PD,68979,58427,Open,Moderate
CLM101898,2016,Auto PD,9402,4146,Open,Minor
CLM101899,2016,Property,7261,3784,Open,Minor
CLM101900,2016,Auto BI,55454,44905,Open,Moderate
CLM101901,2016,Auto PD,39992,17407,Open,Moderate
CLM101902,2016,Auto BI,10932,10745,Closed,Minor
CLM101903,2016,GL,50544,41376,Open,Moderate
CLM101904,2016,GL,7731,3447,Open,Minor
CLM101905,2016,Property,9119,4809,Open,Minor
CLM101906,2016,GL,4072,3429,Open,Minor
CLM101907,2016,Auto BI,5183,2867,Open,Minor
CLM101908,2016,Auto PD,5015,3986,Open,Minor
CLM101909,2016,Auto PD,47144,18990,Open,Moderate
CLM101910,2016,Auto PD,12331,11929,Closed,Minor
CLM101911,2016,GL,78469,68476,Open,Moderate
CLM101912,2016,Auto BI,9595,7641,Open,Minor
CLM101913,2016,GL,52512,29958,Open,Moderate
CLM101914,2016,Auto BI,17984,11965,Open,Moderate
CLM101915,2016,GL,36859,23544,Open,Moderate
CLM101916,2016,Auto BI,6030,2514,Open,Minor
CLM101917,2016,Auto PD,35687,21044,Open,Moderate
CLM101918,2016,GL,7579,7134,Open,Minor
CLM101919,2016,Property,6819,2773,Open,Minor
CLM101920,2017,Property,3051,2204,Open,Minor
CLM101921,2017,GL,56218,34022,Open,Moderate
CLM101922,2017,Property,5318,2719,Open,Minor
CLM101923,2017,Auto PD,8598,7997,Open,Minor
CLM101924,2017,GL,13185,9956,Open,Minor
CLM101925,2017,Auto PD,31209,18221,Open,Moderate
CLM101926,2017,Property,1674,765,Open,Minor
CLM101927,2017,Auto BI,7284,3182,Open,Minor
CLM101928,2017,Property,10752,5517,Open,Minor
CLM101929,2017,Auto PD,12895,8962,Open,Minor
CLM101930,2017,GL,26556,16550,Open,Moderate
CLM101931,2017,Auto BI,52450,45547,Open,Moderate
CLM101932,2017,Auto PD,38020,22837,Open,Moderate
CLM101933,2017,Auto PD,43410,35408,Open,Moderate
CLM101934,2017,Property,14610,7218,Open,Minor
CLM101935,2017,GL,4242,3078,Open,Minor
CLM101936,2017,Property,8634,6521,Open,Minor
CLM101937,2017,GL,9169,8727,Closed,Minor
CLM101938,2017,GL,312291,273125,Open,Severe
CLM101939,2017,Property,8244,4384,Open,Minor
CLM101940,2017,Auto BI,49620,29708,Open,Moderate
CLM101941,2017,Auto PD,7020,6310,Open,Minor
CLM101942,2017,Property,8672,4051,Open,Minor
CLM101943,2017,Auto BI,39852,35940,Open,Moderate
CLM101944,2017,GL,54323,32848,Open,Moderate
CLM101945,2017,Auto PD,7075,3561,Open,Minor
CLM101946,2017,GL,50656,48395,Closed,Moderate
CLM101947,2017,GL,44561,40963,Open,Moderate
CLM101948,2017,Auto BI,10815,7572,Open,Minor
CLM101949,2017,Property,7871,4574,Open,Minor
CLM101950,2017,Auto PD,18404,12844,Open,Moderate
CLM101951,2017,GL,63928,35236,Open,Moderate
CLM101952,2017,Property,5735,5365,Open,Minor
CLM101953,2017,Property,35193,27536,Open,Moderate
CLM101954,2017,GL,36065,31528,Open,Moderate
CLM101955,2017,GL,11436,6345,Open,Minor
CLM101956,2017,Auto BI,12964,11604,Open,Moderate
CLM101957,2017,Auto PD,15844,11346,Open,Minor
CLM101958,2017,Property,10640,5836,Open,Minor
CLM101959,2017,GL,238975,200360,Open,Severe
CLM101960,2017,Property,215334,199005,Open,Severe
CLM101961,2017,GL,8713,3635,Open,Minor
CLM101962,2017,Property,52816,31837,Open,Moderate
CLM101963,2017,Auto BI,54678,49639,Open,Moderate
CLM101964,2017,Auto PD,53334,36748,Open,Moderate
CLM101965,2017,Property,227614,173329,Open,Severe
CLM101966,2017,Auto PD,7506,6357,Open,Minor
CLM101967,2017,Auto PD,7621,3315,Open,Minor
CLM101968,2017,Property,203432,152506,Open,Severe
CLM101969,2017,Auto PD,62006,56284,Open,Moderate
CLM101970,2017,Property,9483,5406,Open,Minor
CLM101971,2017,Auto PD,1000,400,Open,Minor
CLM101972,2017,GL,9639,9203,Closed,Minor
CLM101973,2017,Auto BI,236552,184564,Open,Severe
CLM101974,2017,Auto BI,7953,4227,Open,Minor
CLM101975,2017,GL,39172,18132,Open,Moderate
CLM101976,2017,GL,10810,6071,Open,Minor
CLM101977,2017,Auto BI,10368,4341,Open,Minor
CLM101978,2017,Auto PD,33406,30911,Open,Moderate
CLM101979,2017,Auto PD,9017,4844,Open,Minor
CLM101980,2017,Auto BI,30425,17266,Open,Moderate
CLM101981,2017,Auto PD,4550,3261,Open,Minor
CLM101982,2017,Auto BI,6433,6008,Open,Minor
CLM101983,2017,GL,10155,4854,Open,Minor
CLM101984,2017,Auto PD,59296,30412,Open,Moderate
CLM101985,2017,Auto BI,9282,9260,Closed,Minor
CLM101986,2017,GL,55876,48868,Open,Moderate
CLM101987,2017,Auto PD,52742,29738,Open,Moderate
CLM101988,2017,Auto BI,165474,103861,Open,Severe
CLM101989,2017,Property,9079,6498,Open,Minor
CLM101990,2017,GL,57006,28195,Open,Moderate
CLM101991,2017,Property,9885,9774,Closed,Minor
CLM101992,2017,GL,62833,40000,Open,Moderate
CLM101993,2017,GL,9770,5236,Open,Minor
CLM101994,2017,Property,50271,33934,Open,Moderate
CLM101995,2017,Auto PD,61052,45757,Open,Moderate
CLM101996,2017,Auto PD,44602,26125,Open,Moderate
CLM101997,2017,Property,5795,5730,Closed,Minor
CLM101998,2017,Auto PD,7592,6934,Open,Minor
CLM101999,2017,Property,33826,14633,Open,Moderate
CLM102000,2017,Auto BI,6312,4990,Open,Minor
CLM102001,2017,Auto BI,42832,41031,Closed,Moderate
CLM102002,2017,Auto BI,33113,20854,Open,Moderate
CLM102003,2017,GL,40380,29527,Open,Moderate
CLM102004,2017,GL,3265,3164,Closed,Minor
CLM102005,2017,Property,8533,6562,Open,Minor
CLM102006,2017,Auto PD,8003,4774,Open,Minor
CLM102007,2017,GL,32743,14214,Open,Moderate
CLM102008,2017,Auto BI,9648,5619,Open,Minor
CLM102009,2017,Property,10343,4191,Open,Minor
CLM102010,2017,Auto BI,3981,3847,Closed,Minor
CLM102011,2017,Property,6093,4455,Open,Minor
CLM102012,2017,Auto BI,33462,28152,Open,Moderate
CLM102013,2017,Auto PD,140108,95885,Open,Severe
CLM102014,2017,Auto PD,290505,236877,Open,Severe
CLM102015,2017,Auto PD,42092,23848,Open,Moderate
CLM102016,2017,Property,197516,192716,Closed,Severe
CLM102017,2017,Auto PD,14942,8674,Open,Moderate
